user,item,rank
2335,123826,1
2335,124755,2
2335,123963,3
2335,58664,4
2335,141416,5
2336,285587,1
2336,284339,2
2336,283736,3
2336,284672,4
2336,285343,5
2337,119226,1
2337,119270,2
2337,118495,3
2337,118914,4
2337,118970,5
2338,162369,1
2338,205926,2
2338,159495,3
2338,157541,4
2338,282785,5
2339,209348,1
2339,205926,2
2339,156355,3
2339,208508,4
2339,162338,5
2340,336254,1
2340,336579,2
2340,336660,3
2340,283736,4
2340,336476,5
2341,205926,1
2341,206120,2
2341,206785,3
2341,205845,4
2341,207141,5
2342,216211,1
2342,215770,2
2342,215928,3
2342,216085,4
2342,215726,5
2343,284452,1
2343,208508,2
2343,255616,3
2343,209348,4
2343,234633,5
2344,118683,1
2344,118918,2
2344,118868,3
2344,119491,4
2344,119270,5
2345,202299,1
2345,159495,2
2345,202701,3
2345,162369,4
2345,206162,5
2346,234633,1
2346,208508,2
2346,237278,3
2346,236171,4
2346,234022,5
2347,208508,1
2347,234192,2
2347,235639,3
2347,236170,4
2347,205926,5
2348,207141,1
2348,205845,2
2348,206162,3
2348,209236,4
2348,202455,5
2349,202299,1
2349,202455,2
2349,205845,3
2349,207141,4
2349,202370,5
2350,332390,1
2350,118443,2
2350,331738,3
2350,330948,4
2350,330770,5
2351,96581,1
2351,118435,2
2351,118967,3
2351,118391,4
2351,119273,5
2352,205845,1
2352,205926,2
2352,202299,3
2352,207141,4
2352,224458,5
2353,123368,1
2353,123927,2
2353,123963,3
2353,123613,4
2353,123938,5
2354,256163,1
2354,255928,2
2354,255741,3
2354,256139,4
2354,255147,5
2355,159495,1
2355,157541,2
2355,236170,3
2355,157865,4
2355,208508,5
2356,224472,1
2356,353114,2
2356,206570,3
2356,352204,4
2356,225010,5
2357,205926,1
2357,202455,2
2357,205845,3
2357,202370,4
2357,203313,5
2358,255741,1
2358,254567,2
2358,255928,3
2358,254497,4
2358,255735,5
2359,285908,1
2359,234633,2
2359,205926,3
2359,209348,4
2359,205876,5
2360,123960,1
2360,123957,2
2360,48610,3
2360,299146,4
2360,124546,5
2361,234192,1
2361,284452,2
2361,237289,3
2361,234633,4
2361,235639,5
2362,202299,1
2362,206162,2
2362,236170,3
2362,206819,4
2362,205845,5
2363,183690,1
2363,181837,2
2363,182485,3
2363,182701,4
2363,182474,5
2364,118778,1
2364,118444,2
2364,119273,3
2364,118495,4
2364,118967,5
2365,156355,1
2365,162369,2
2365,157865,3
2365,159944,4
2365,157541,5
2366,5086,1
2366,132631,2
2366,185989,3
2366,194906,4
2366,5107,5
2367,205926,1
2367,202455,2
2367,203313,3
2367,202370,4
2367,282785,5
2368,162369,1
2368,159944,2
2368,157541,3
2368,159495,4
2368,159299,5
2369,209177,1
2369,202455,2
2369,236170,3
2369,206546,4
2369,202370,5
2370,202455,1
2370,202370,2
2370,205926,3
2370,205845,4
2370,202557,5
2371,156355,1
2371,208508,2
2371,282750,3
2371,284452,4
2371,234633,5
2372,337634,1
2372,107001,2
2372,351427,3
2372,283192,4
2372,336254,5
2373,62438,1
2373,62445,2
2373,62567,3
2373,62599,4
2373,62751,5
2374,234633,1
2374,236170,2
2374,245041,3
2374,245200,4
2374,208508,5
2375,255616,1
2375,282785,2
2375,285360,3
2375,224472,4
2375,254497,5
2376,156355,1
2376,205926,2
2376,157523,3
2376,159495,4
2376,157541,5
2377,337051,1
2377,337055,2
2377,336698,3
2377,338164,4
2377,336807,5
2378,284452,1
2378,10197,2
2378,123957,3
2378,237452,4
2378,255340,5
2379,285587,1
2379,286108,2
2379,285435,3
2379,283642,4
2379,283736,5
2380,234633,1
2380,205926,2
2380,208508,3
2380,285908,4
2380,209348,5
2381,159944,1
2381,208508,2
2381,205926,3
2381,159495,4
2381,38625,5
2382,159034,1
2382,162369,2
2382,157541,3
2382,157865,4
2382,159495,5
2383,16087,1
2383,14644,2
2383,15624,3
2383,13618,4
2383,15023,5
2384,119231,1
2384,119226,2
2384,118444,3
2384,118494,4
2384,118918,5
2385,157523,1
2385,156355,2
2385,162369,3
2385,159412,4
2385,119226,5
2386,156355,1
2386,159034,2
2386,157541,3
2386,161100,4
2386,159495,5
2387,207141,1
2387,224458,2
2387,205845,3
2387,202370,4
2387,202299,5
2388,202577,1
2388,202320,2
2388,208508,3
2388,202299,4
2388,236170,5
2389,286108,1
2389,283642,2
2389,284478,3
2389,255616,4
2389,283239,5
2390,336254,1
2390,337051,2
2390,285384,3
2390,336250,4
2390,336664,5
2391,96496,1
2391,95743,2
2391,206404,3
2391,203724,4
2391,96576,5
2392,209348,1
2392,203313,2
2392,206570,3
2392,285908,4
2392,205876,5
2393,205845,1
2393,208480,2
2393,203454,3
2393,202299,4
2393,205876,5
2394,95977,1
2394,95722,2
2394,96103,3
2394,96614,4
2394,96739,5
2395,209245,1
2395,206907,2
2395,202370,3
2395,205926,4
2395,208547,5
2396,236170,1
2396,205926,2
2396,207141,3
2396,237278,4
2396,285908,5
2397,235961,1
2397,234633,2
2397,208508,3
2397,237293,4
2397,236171,5
2398,206570,1
2398,282785,2
2398,202455,3
2398,208480,4
2398,205876,5
2399,209348,1
2399,208508,2
2399,282785,3
2399,205876,4
2399,234633,5
2400,234022,1
2400,118778,2
2400,237278,3
2400,270399,4
2400,118967,5
2401,118967,1
2401,119108,2
2401,119273,3
2401,119226,4
2401,118494,5
2402,337435,1
2402,337263,2
2402,337728,3
2402,337166,4
2402,333959,5
2403,336254,1
2403,333959,2
2403,336664,3
2403,336660,4
2403,337263,5
2404,234633,1
2404,202388,2
2404,203313,3
2404,202455,4
2404,208508,5
2405,285587,1
2405,283642,2
2405,283900,3
2405,283327,4
2405,284452,5
2406,284452,1
2406,337051,2
2406,336254,3
2406,336660,4
2406,336664,5
2407,100925,1
2407,236527,2
2407,237752,3
2407,237452,4
2407,234195,5
2408,273273,1
2408,270850,2
2408,270399,3
2408,272733,4
2408,271236,5
2409,96581,1
2409,96960,2
2409,118918,3
2409,118778,4
2409,95977,5
2410,272242,1
2410,62445,2
2410,62438,3
2410,195842,4
2410,195843,5
2411,337263,1
2411,336664,2
2411,337465,3
2411,336910,4
2411,337867,5
2412,159034,1
2412,157865,2
2412,157541,3
2412,205926,4
2412,159299,5
2413,236207,1
2413,236171,2
2413,208508,3
2413,235300,4
2413,234633,5
2414,205845,1
2414,224458,2
2414,205926,3
2414,235808,4
2414,206120,5
2415,118494,1
2415,293006,2
2415,119231,3
2415,118492,4
2415,118478,5
2416,118918,1
2416,235808,2
2416,118967,3
2416,236170,4
2416,235443,5
2417,225775,1
2417,216195,2
2417,219955,3
2417,220302,4
2417,225110,5
2418,108857,1
2418,108859,2
2418,108849,3
2418,285056,4
2418,108856,5
2419,205926,1
2419,202427,2
2419,202299,3
2419,202577,4
2419,202388,5
2420,206708,1
2420,235808,2
2420,236170,3
2420,208237,4
2420,209177,5
2421,206570,1
2421,284452,2
2421,205876,3
2421,285908,4
2421,283642,5
2422,129482,1
2422,123368,2
2422,124755,3
2422,128957,4
2422,272999,5
2423,182814,1
2423,183690,2
2423,184076,3
2423,181837,4
2423,183266,5
2424,108966,1
2424,108856,2
2424,108857,3
2424,108849,4
2424,108859,5
2425,118633,1
2425,118494,2
2425,118492,3
2425,118967,4
2425,331900,5
2426,236266,1
2426,236189,2
2426,234195,3
2426,234268,4
2426,237580,5
2427,124755,1
2427,141416,2
2427,133449,3
2427,129892,4
2427,133287,5
2428,255412,1
2428,255741,2
2428,208032,3
2428,195842,4
2428,237278,5
2429,292718,1
2429,292620,2
2429,314473,3
2429,293006,4
2429,206210,5
2430,234633,1
2430,100925,2
2430,282750,3
2430,255616,4
2430,209348,5
2431,236681,1
2431,236882,2
2431,237429,3
2431,237452,4
2431,237835,5
2432,206162,1
2432,224968,2
2432,218330,3
2432,224353,4
2432,207141,5
2433,123368,1
2433,124546,2
2433,124617,3
2433,123750,4
2433,123298,5
2434,206402,1
2434,205845,2
2434,207141,3
2434,202299,4
2434,202455,5
2435,123826,1
2435,133449,2
2435,203454,3
2435,282785,4
2435,59531,5
2436,237278,1
2436,235808,2
2436,236170,3
2436,235961,4
2436,285908,5
2437,195147,1
2437,194834,2
2437,195428,3
2437,194290,4
2437,195806,5
2438,283642,1
2438,283327,2
2438,284474,3
2438,255616,4
2438,284471,5
2439,123826,1
2439,124755,2
2439,141416,3
2439,123963,4
2439,272999,5
2440,107001,1
2440,282785,2
2440,202455,3
2440,202299,4
2440,208480,5
2441,237452,1
2441,237436,2
2441,234022,3
2441,336660,4
2441,236482,5
2442,202299,1
2442,206627,2
2442,202455,3
2442,202370,4
2442,208547,5
2443,236170,1
2443,235961,2
2443,234192,3
2443,208508,4
2443,237293,5
2444,237452,1
2444,235443,2
2444,234022,3
2444,236482,4
2444,235961,5
2445,162369,1
2445,159495,2
2445,159944,3
2445,158189,4
2445,202299,5
2446,156355,1
2446,159034,2
2446,157541,3
2446,159495,4
2446,161100,5
2447,234267,1
2447,235961,2
2447,236266,3
2447,234633,4
2447,234195,5
2448,108859,1
2448,108857,2
2448,108903,3
2448,108849,4
2448,108940,5
2449,119226,1
2449,119270,2
2449,118495,3
2449,118914,4
2449,118970,5
2450,282785,1
2450,209348,2
2450,205876,3
2450,336476,4
2450,285908,5
2451,202455,1
2451,207141,2
2451,208480,3
2451,206402,4
2451,202428,5
2452,162369,1
2452,157541,2
2452,159944,3
2452,157865,4
2452,156713,5
2453,206570,1
2453,224486,2
2453,224472,3
2453,353114,4
2453,285360,5
2454,141416,1
2454,124755,2
2454,124073,3
2454,123353,4
2454,124196,5
2455,234633,1
2455,236170,2
2455,209348,3
2455,282750,4
2455,282785,5
2456,284672,1
2456,283239,2
2456,284547,3
2456,282750,4
2456,255616,5
2457,205845,1
2457,202299,2
2457,202370,3
2457,202388,4
2457,205926,5
2458,32467,1
2458,30895,2
2458,236451,3
2458,30169,4
2458,30852,5
2459,156355,1
2459,69859,2
2459,235639,3
2459,208508,4
2459,159495,5
2460,299136,1
2460,5258,2
2460,300128,3
2460,4734,4
2460,237436,5
2461,118494,1
2461,118495,2
2461,118478,3
2461,118492,4
2461,119226,5
2462,209348,1
2462,282785,2
2462,285343,3
2462,108853,4
2462,206210,5
2463,159034,1
2463,162369,2
2463,157541,3
2463,157865,4
2463,159495,5
2464,282785,1
2464,224458,2
2464,205845,3
2464,207141,4
2464,205958,5
2465,331116,1
2465,214523,2
2465,284416,3
2465,283736,4
2465,277681,5
2466,118495,1
2466,118494,2
2466,118778,3
2466,119273,4
2466,48158,5
2467,129482,1
2467,123368,2
2467,124755,3
2467,124546,4
2467,141416,5
2468,205926,1
2468,205845,2
2468,202299,3
2468,209177,4
2468,206402,5
2469,108966,1
2469,108856,2
2469,108857,3
2469,108849,4
2469,108859,5
2470,336476,1
2470,336574,2
2470,336250,3
2470,337854,4
2470,333959,5
2471,225775,1
2471,284452,2
2471,235961,3
2471,236171,4
2471,237452,5
2472,208480,1
2472,209348,2
2472,202320,3
2472,202299,4
2472,203454,5
2473,285908,1
2473,207758,2
2473,205876,3
2473,206768,4
2473,205845,5
2474,203401,1
2474,65944,2
2474,206402,3
2474,206977,4
2474,68818,5
2475,206570,1
2475,205876,2
2475,208480,3
2475,282785,4
2475,285908,5
2476,234192,1
2476,123826,2
2476,284452,3
2476,157541,4
2476,159944,5
2477,108966,1
2477,108855,2
2477,108851,3
2477,332263,4
2477,293006,5
2478,202455,1
2478,206162,2
2478,162369,3
2478,159495,4
2478,202370,5
2479,106781,1
2479,107203,2
2479,106955,3
2479,107001,4
2479,106852,5
2480,108966,1
2480,108856,2
2480,119231,3
2480,108851,4
2480,108857,5
2481,203454,1
2481,208480,2
2481,202436,3
2481,205876,4
2481,206768,5
2482,280868,1
2482,333959,2
2482,183690,3
2482,284672,4
2482,181972,5
2483,283642,1
2483,59531,2
2483,280868,3
2483,300128,4
2483,255930,5
2484,199885,1
2484,208508,2
2484,235443,3
2484,264104,4
2484,206936,5
2485,194860,1
2485,195019,2
2485,195806,3
2485,194197,4
2485,195021,5
2486,202455,1
2486,205926,2
2486,202370,3
2486,159495,4
2486,233997,5
2487,236527,1
2487,235639,2
2487,236170,3
2487,236681,4
2487,237293,5
2488,283026,1
2488,284474,2
2488,284346,3
2488,284547,4
2488,285435,5
2489,162369,1
2489,159495,2
2489,159034,3
2489,157865,4
2489,159944,5
2490,284452,1
2490,284547,2
2490,285587,3
2490,284474,4
2490,283736,5
2491,273273,1
2491,270399,2
2491,271672,3
2491,271558,4
2491,272172,5
2492,209359,1
2492,118918,2
2492,118683,3
2492,119226,4
2492,119586,5
2493,157865,1
2493,157485,2
2493,66326,3
2493,66292,4
2493,42210,5
2494,162369,1
2494,159034,2
2494,157541,3
2494,47884,4
2494,157865,5
2495,208508,1
2495,202299,2
2495,234192,3
2495,236170,4
2495,205876,5
2496,208578,1
2496,202299,2
2496,202455,3
2496,209236,4
2496,159495,5
2497,282785,1
2497,285908,2
2497,206570,3
2497,205876,4
2497,206210,5
2498,283736,1
2498,284452,2
2498,283009,3
2498,285101,4
2498,283026,5
2499,123960,1
2499,123953,2
2499,124598,3
2499,124546,4
2499,351875,5
2500,209348,1
2500,285908,2
2500,205926,3
2500,284452,4
2500,206402,5
2501,118435,1
2501,118314,2
2501,119231,3
2501,118918,4
2501,119273,5
2502,352750,1
2502,337263,2
2502,331738,3
2502,293460,4
2502,353100,5
2503,209348,1
2503,285908,2
2503,236170,3
2503,283642,4
2503,282785,5
2504,208480,1
2504,202455,2
2504,202299,3
2504,205876,4
2504,205926,5
2505,205845,1
2505,208547,2
2505,206707,3
2505,202455,4
2505,207141,5
2506,84856,1
2506,71161,2
2506,84741,3
2506,141128,4
2506,140911,5
2507,118683,1
2507,118778,2
2507,236170,3
2507,235639,4
2507,208508,5
2508,208480,1
2508,202455,2
2508,207921,3
2508,209348,4
2508,203724,5
2509,133159,1
2509,133449,2
2509,124352,3
2509,132475,4
2509,129892,5
2510,208480,1
2510,206402,2
2510,202299,3
2510,205845,4
2510,205876,5
2511,284474,1
2511,282750,2
2511,283026,3
2511,255616,4
2511,285587,5
2512,108860,1
2512,108853,2
2512,108848,3
2512,108857,4
2512,108859,5
2513,284452,1
2513,206146,2
2513,205876,3
2513,208032,4
2513,234192,5
2514,202455,1
2514,202299,2
2514,207141,3
2514,206402,4
2514,202370,5
2515,198174,1
2515,199660,2
2515,284452,3
2515,199938,4
2515,199153,5
2516,237289,1
2516,234128,2
2516,236681,3
2516,237452,4
2516,237429,5
2517,330890,1
2517,332250,2
2517,340940,3
2517,331737,4
2517,329749,5
2518,207141,1
2518,205845,2
2518,206907,3
2518,209236,4
2518,209013,5
2519,206402,1
2519,202455,2
2519,206120,3
2519,202428,4
2519,203313,5
2520,208508,1
2520,206819,2
2520,208032,3
2520,205845,4
2520,205926,5
2521,352757,1
2521,352809,2
2521,286077,3
2521,280868,4
2521,284845,5
2522,235443,1
2522,237429,2
2522,236527,3
2522,234128,4
2522,234022,5
2523,283026,1
2523,284478,2
2523,285384,3
2523,321332,4
2523,286108,5
2524,250285,1
2524,233959,2
2524,250494,3
2524,250764,4
2524,236527,5
2525,96581,1
2525,181615,2
2525,96614,3
2525,96986,4
2525,95722,5
2526,313556,1
2526,315104,2
2526,324725,3
2526,314473,4
2526,313728,5
2527,286077,1
2527,123826,2
2527,285331,3
2527,285587,4
2527,284452,5
2528,224472,1
2528,285384,2
2528,280868,3
2528,284452,4
2528,283264,5
2529,159944,1
2529,157865,2
2529,157541,3
2529,159034,4
2529,159495,5
2530,336250,1
2530,337166,2
2530,333959,3
2530,336660,4
2530,337051,5
2531,162338,1
2531,159034,2
2531,156355,3
2531,157541,4
2531,159495,5
2532,337051,1
2532,336660,2
2532,280868,3
2532,336254,4
2532,336664,5
2533,96496,1
2533,95743,2
2533,206404,3
2533,203724,4
2533,96576,5
2534,224557,1
2534,224458,2
2534,226095,3
2534,225382,4
2534,209334,5
2535,62438,1
2535,62748,2
2535,62714,3
2535,48266,4
2535,71161,5
2536,202299,1
2536,202455,2
2536,207141,3
2536,203313,4
2536,202370,5
2537,236527,1
2537,239781,2
2537,241902,3
2537,243292,4
2537,239964,5
2538,108966,1
2538,108856,2
2538,108857,3
2538,108849,4
2538,108859,5
2539,208480,1
2539,202370,2
2539,202577,3
2539,205845,4
2539,206402,5
2540,96581,1
2540,95868,2
2540,95977,3
2540,95722,4
2540,96739,5
2541,206819,1
2541,205845,2
2541,202299,3
2541,236170,4
2541,206402,5
2542,236170,1
2542,209236,2
2542,206407,3
2542,206162,4
2542,208578,5
2543,206570,1
2543,205876,2
2543,205926,3
2543,285908,4
2543,207760,5
2544,205845,1
2544,202299,2
2544,202455,3
2544,202370,4
2544,207141,5
2545,236170,1
2545,208508,2
2545,100925,3
2545,100944,4
2545,237278,5
2546,101957,1
2546,101974,2
2546,101975,3
2546,101976,4
2546,101977,5
2547,203724,1
2547,108966,2
2547,108856,3
2547,203672,4
2547,108857,5
2548,57452,1
2548,58699,2
2548,58261,3
2548,57616,4
2548,59608,5
2549,118712,1
2549,83799,2
2549,119273,3
2549,119226,4
2549,206570,5
2550,202455,1
2550,209245,2
2550,69781,3
2550,208578,4
2550,207141,5
2551,286077,1
2551,285384,2
2551,283192,3
2551,284944,4
2551,282741,5
2552,336499,1
2552,100925,2
2552,337728,3
2552,234633,4
2552,333959,5
2553,234633,1
2553,124228,2
2553,30460,3
2553,124755,4
2553,208508,5
2554,156355,1
2554,157541,2
2554,159495,3
2554,159034,4
2554,157865,5
2555,235443,1
2555,237452,2
2555,237429,3
2555,234633,4
2555,234192,5
2556,129482,1
2556,141416,2
2556,124194,3
2556,100953,4
2556,123368,5
2557,236170,1
2557,208508,2
2557,202299,3
2557,207141,4
2557,234633,5
2558,280868,1
2558,286077,2
2558,284066,3
2558,283026,4
2558,284845,5
2559,234633,1
2559,234192,2
2559,235639,3
2559,235961,4
2559,236170,5
2560,202455,1
2560,202299,2
2560,205845,3
2560,202370,4
2560,207141,5
2561,208508,1
2561,234633,2
2561,282785,3
2561,38625,4
2561,285908,5
2562,235961,1
2562,235285,2
2562,236207,3
2562,235300,4
2562,235639,5
2563,207141,1
2563,282785,2
2563,206402,3
2563,205845,4
2563,285908,5
2564,285908,1
2564,208480,2
2564,282750,3
2564,206570,4
2564,282785,5
2565,234633,1
2565,159495,2
2565,156355,3
2565,208508,4
2565,237580,5
2566,157865,1
2566,162369,2
2566,159495,3
2566,159034,4
2566,159299,5
2567,224458,1
2567,208583,2
2567,207758,3
2567,285908,4
2567,209122,5
2568,96960,1
2568,95868,2
2568,95722,3
2568,96614,4
2568,95977,5
2569,119226,1
2569,119270,2
2569,118495,3
2569,118914,4
2569,118970,5
2570,308282,1
2570,307744,2
2570,307282,3
2570,307779,4
2570,332250,5
2571,108853,1
2571,108849,2
2571,108903,3
2571,108908,4
2571,108966,5
2572,162369,1
2572,157541,2
2572,157865,3
2572,159495,4
2572,159034,5
2573,118683,1
2573,119270,2
2573,118357,3
2573,118478,4
2573,118918,5
2574,235639,1
2574,234192,2
2574,234267,3
2574,208508,4
2574,236170,5
2575,206402,1
2575,207141,2
2575,209348,3
2575,202455,4
2575,206162,5
2576,250219,1
2576,251639,2
2576,251655,3
2576,250000,4
2576,250285,5
2577,205926,1
2577,203313,2
2577,205845,3
2577,202370,4
2577,202455,5
2578,202299,1
2578,236170,2
2578,208508,3
2578,205845,4
2578,234633,5
2579,205926,1
2579,284452,2
2579,205845,3
2579,206146,4
2579,206415,5
2580,223592,1
2580,206708,2
2580,205377,3
2580,224763,4
2580,209348,5
2581,118683,1
2581,119490,2
2581,119226,3
2581,119273,4
2581,118357,5
2582,282785,1
2582,162369,2
2582,206570,3
2582,159944,4
2582,156843,5
2583,83799,1
2583,234633,2
2583,234192,3
2583,284452,4
2583,203454,5
2584,162369,1
2584,159495,2
2584,157541,3
2584,157865,4
2584,159661,5
2585,205845,1
2585,207141,2
2585,202455,3
2585,202299,4
2585,206162,5
2586,237278,1
2586,202299,2
2586,208237,3
2586,234633,4
2586,100925,5
2587,202299,1
2587,202370,2
2587,202320,3
2587,202388,4
2587,202325,5
2588,119273,1
2588,118495,2
2588,118967,3
2588,118435,4
2588,119231,5
2589,162369,1
2589,202299,2
2589,205926,3
2589,202370,4
2589,209348,5
2590,284452,1
2590,285908,2
2590,282785,3
2590,224714,4
2590,206570,5
2591,208480,1
2591,209348,2
2591,205876,3
2591,352204,4
2591,284471,5
2592,208508,1
2592,282785,2
2592,63690,3
2592,159495,4
2592,38625,5
2593,209348,1
2593,205876,2
2593,206570,3
2593,282785,4
2593,208480,5
2594,239800,1
2594,239636,2
2594,239909,3
2594,239706,4
2594,239756,5
2595,129513,1
2595,129489,2
2595,129960,3
2595,127133,4
2595,128659,5
2596,205876,1
2596,206570,2
2596,282785,3
2596,353667,4
2596,284024,5
2597,118494,1
2597,118495,2
2597,118478,3
2597,118492,4
2597,119226,5
2598,48852,1
2598,205926,2
2598,206146,3
2598,206162,4
2598,209013,5
2599,224714,1
2599,224486,2
2599,283589,3
2599,284088,4
2599,225010,5
2600,208480,1
2600,209348,2
2600,282785,3
2600,202299,4
2600,202455,5
2601,234633,1
2601,236170,2
2601,234192,3
2601,206708,4
2601,202299,5
2602,118918,1
2602,119231,2
2602,118495,3
2602,118778,4
2602,118914,5
2603,285587,1
2603,282750,2
2603,255616,3
2603,283642,4
2603,284547,5
2604,100925,1
2604,234268,2
2604,234267,3
2604,243234,4
2604,236189,5
2605,208508,1
2605,236170,2
2605,202299,3
2605,205926,4
2605,209348,5
2606,118495,1
2606,237278,2
2606,119231,3
2606,118494,4
2606,235808,5
2607,333959,1
2607,282750,2
2607,285360,3
2607,284547,4
2607,283239,5
2608,202577,1
2608,206402,2
2608,38625,3
2608,202299,4
2608,202320,5
2609,337435,1
2609,284474,2
2609,283026,3
2609,284346,4
2609,285384,5
2610,235639,1
2610,234192,2
2610,234267,3
2610,162369,4
2610,234633,5
2611,202370,1
2611,202388,2
2611,202299,3
2611,205845,4
2611,202320,5
2612,285331,1
2612,284452,2
2612,286077,3
2612,284672,4
2612,337166,5
2613,236688,1
2613,236988,2
2613,234128,3
2613,234022,4
2613,235008,5
2614,118357,1
2614,118683,2
2614,119491,3
2614,118918,4
2614,119490,5
2615,234633,1
2615,273531,2
2615,236170,3
2615,205926,4
2615,271517,5
2616,119273,1
2616,118495,2
2616,118494,3
2616,118492,4
2616,118967,5
2617,202455,1
2617,205926,2
2617,207141,3
2617,202388,4
2617,206162,5
2618,285908,1
2618,284474,2
2618,284088,3
2618,209348,4
2618,284547,5
2619,156355,1
2619,205845,2
2619,157541,3
2619,208508,4
2619,205926,5
2620,206315,1
2620,203724,2
2620,205926,3
2620,202370,4
2620,202299,5
2621,205926,1
2621,202299,2
2621,282785,3
2621,205876,4
2621,202455,5
2622,332250,1
2622,129520,2
2622,283671,3
2622,207720,4
2622,331676,5
2623,38625,1
2623,206402,2
2623,202577,3
2623,209359,4
2623,206162,5
2624,235325,1
2624,58680,2
2624,237096,3
2624,254700,4
2624,100925,5
2625,237452,1
2625,236988,2
2625,236527,3
2625,100925,4
2625,236688,5
2626,96073,1
2626,270826,2
2626,96581,3
2626,58639,4
2626,199565,5
2627,208508,1
2627,234192,2
2627,236170,3
2627,235639,4
2627,205926,5
2628,285908,1
2628,205926,2
2628,209236,3
2628,96581,4
2628,209348,5
2629,255616,1
2629,282750,2
2629,285587,3
2629,206570,4
2629,284547,5
2630,237752,1
2630,236482,2
2630,235616,3
2630,234022,4
2630,237436,5
2631,285343,1
2631,285587,2
2631,283736,3
2631,284845,4
2631,284339,5
2632,206570,1
2632,108853,2
2632,283327,3
2632,286047,4
2632,282785,5
2633,108966,1
2633,108849,2
2633,108851,3
2633,108855,4
2633,108857,5
2634,205926,1
2634,209348,2
2634,208508,3
2634,203313,4
2634,224458,5
2635,353114,1
2635,123826,2
2635,351427,3
2635,336660,4
2635,286077,5
2636,137697,1
2636,135798,2
2636,137595,3
2636,136041,4
2636,136156,5
2637,202388,1
2637,205926,2
2637,202370,3
2637,202455,4
2637,205845,5
2638,162369,1
2638,159495,2
2638,157541,3
2638,205926,4
2638,157865,5
2639,225353,1
2639,224763,2
2639,224458,3
2639,206402,4
2639,218070,5
2640,237429,1
2640,235961,2
2640,237475,3
2640,234022,4
2640,235639,5
2641,159944,1
2641,282785,2
2641,158915,3
2641,203313,4
2641,162369,5
2642,341387,1
2642,341994,2
2642,341228,3
2642,341972,4
2642,341347,5
2643,234633,1
2643,208508,2
2643,234195,3
2643,236171,4
2643,233446,5
2644,234633,1
2644,235300,2
2644,236171,3
2644,237752,4
2644,237278,5
2645,205926,1
2645,162369,2
2645,207141,3
2645,282785,4
2645,224458,5
2646,205926,1
2646,202370,2
2646,202557,3
2646,203313,4
2646,207921,5
2647,100769,1
2647,65634,2
2647,63783,3
2647,63672,4
2647,63337,5
2648,203724,1
2648,202455,2
2648,209348,3
2648,208480,4
2648,203672,5
2649,233446,1
2649,100925,2
2649,237257,3
2649,235325,4
2649,237293,5
2650,156355,1
2650,159944,2
2650,157865,3
2650,157541,4
2650,168406,5
2651,159034,1
2651,161100,2
2651,162369,3
2651,156355,4
2651,159495,5
2652,202299,1
2652,202455,2
2652,209348,3
2652,205845,4
2652,207141,5
2653,208508,1
2653,202299,2
2653,236170,3
2653,205926,4
2653,202635,5
2654,206570,1
2654,205876,2
2654,203454,3
2654,284367,4
2654,205845,5
2655,118967,1
2655,118914,2
2655,118482,3
2655,118918,4
2655,118435,5
2656,285360,1
2656,285908,2
2656,208480,3
2656,236170,4
2656,208918,5
2657,205926,1
2657,205845,2
2657,207141,3
2657,202370,4
2657,202455,5
2658,48126,1
2658,48610,2
2658,255741,3
2658,48673,4
2658,48213,5
2659,208480,1
2659,285908,2
2659,206402,3
2659,284452,4
2659,205876,5
2660,124755,1
2660,129482,2
2660,128957,3
2660,123368,4
2660,132785,5
2661,203313,1
2661,206315,2
2661,202455,3
2661,202320,4
2661,202388,5
2662,96214,1
2662,353114,2
2662,337051,3
2662,280868,4
2662,284452,5
2663,234633,1
2663,282750,2
2663,236170,3
2663,285908,4
2663,209348,5
2664,203313,1
2664,202455,2
2664,203672,3
2664,206315,4
2664,202370,5
2665,284474,1
2665,285384,2
2665,285360,3
2665,255616,4
2665,206570,5
2666,236527,1
2666,237452,2
2666,235443,3
2666,236988,4
2666,236207,5
2667,224458,1
2667,282785,2
2667,284452,3
2667,208480,4
2667,285360,5
2668,283642,1
2668,59531,2
2668,159034,3
2668,159299,4
2668,284452,5
2669,108966,1
2669,108856,2
2669,108857,3
2669,108851,4
2669,108855,5
2670,236170,1
2670,207141,2
2670,224458,3
2670,207921,4
2670,206407,5
2671,337263,1
2671,337051,2
2671,337166,3
2671,336254,4
2671,337807,5
2672,235961,1
2672,156355,2
2672,235639,3
2672,234267,4
2672,236170,5
2673,199885,1
2673,285908,2
2673,119273,3
2673,224458,4
2673,118967,5
2674,208508,1
2674,162369,2
2674,234633,3
2674,255616,4
2674,282750,5
2675,108966,1
2675,285384,2
2675,283589,3
2675,283026,4
2675,285360,5
2676,202455,1
2676,209348,2
2676,202675,3
2676,206724,4
2676,118683,5
2677,234633,1
2677,284452,2
2677,205845,3
2677,234192,4
2677,236170,5
2678,236527,1
2678,234022,2
2678,236170,3
2678,242527,4
2678,235407,5
2679,31053,1
2679,31829,2
2679,30169,3
2679,30510,4
2679,31068,5
2680,235961,1
2680,283026,2
2680,59181,3
2680,237452,4
2680,285902,5
2681,235443,1
2681,233446,2
2681,236681,3
2681,235135,4
2681,236207,5
2682,282785,1
2682,208480,2
2682,205876,3
2682,205845,4
2682,209348,5
2683,156355,1
2683,159495,2
2683,106835,3
2683,154307,4
2683,104442,5
2684,208508,1
2684,285587,2
2684,156355,3
2684,209348,4
